result,answer,code,id,query,img_path,possible_answers
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""jacket"");return bool_to_yesno(t[0].verify_property(""jacket"",""short sleeved"")&&t[0].verify_property(""jacket"",""black""))}']",20427525,Is the jacket both short sleeved and black?,/root/Datasets/./images/n281241.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""clouds"");return t.every(t=>t.verify_property(""clouds"",""white"")&&t.verify_property(""clouds"",""large""))?bool_to_yesno(true):bool_to_yesno(false)}']",20118072,Do the clouds have white color and large size?,/root/Datasets/./images/n494677.jpg,[]
None,jeans,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""man"");return t[0].llm_query(""What is the man wearing?"",!1)}']",20644770,What is the man wearing?,/root/Datasets/./images/n250821.jpg,[]
None,man,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""cat"");return t[0].llm_query(""Who is watching the cat?"",!1)}']",20644777,Who is watching the cat?,/root/Datasets/./images/n250821.jpg,[]
None,cat,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""person"");const n=t[0];const r=n.llm_query(""What animal is the person staring at?"",!1);return r}']",20644779,What animal is the person that is staring watching?,/root/Datasets/./images/n250821.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""couch"");return bool_to_yesno(t[0].verify_property(""couch"",""light brown"")&&t[0].verify_property(""couch"",""rectangular""))}']",20285036,Does the couch look light brown and rectangular?,/root/Datasets/./images/n192021.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""red vehicle"");return t[0].llm_query(""Is the vehicle made of steel?"",!1)}']",20923083,Is the red vehicle made of steel?,/root/Datasets/./images/n480253.jpg,[]
None,silver,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""helmet"");return t[0].llm_query(""What is the color of the helmet?"",!1)}']",20863656,"Which color is the helmet, silver or red?",/root/Datasets/./images/n14.jpg,[]
None,no,"[' function execute_command(e){const t=new ImagePatch(e),n=t.find(""computer"");const r=t.find(""shelf"");const i=t.find(""open"");const s=t.find(""blue"");const o=n[0].left>r[0].left;const a=n[0].left<r[0].left;const l=n[0].right>r[0].right;const c=n[0].right<r[0].right;const u=n[0].lower>r[0].lower;const d=n[0].lower<r[0].lower;const p=n[0].upper>r[0].upper;const m=n[0].upper<r[0].upper;const f=i[0].exists()&&o&&a&&l&&c&&u&&d&&p&&m;const h=s[0].exists()&&f;return bool_to_yesno(h)}']",201676136,Is the computer to the right of the shelf open and blue?,/root/Datasets/./images/n233607.jpg,[]
None,large,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""window"");return t[0].simple_query(""What is the size?"")}']",202159150,What size do you think is the window?,/root/Datasets/./images/n406334.jpg,[]
None,black,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""van"");return t[0].llm_query(""What is the color of the van?"",!1)}']",20984271,What color does the van have?,/root/Datasets/./images/n12214.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""turned-on jacket"");const n=e.find(""motorcycle"");const r=t[0].verify_property(""turned-on jacket"",""brown"");const i=t[0].verify_property(""turned-on jacket"",""open"");return bool_to_yesno(r&&i)}']",20929561,Does the turned-on jacket near the motorcycle look brown and open?,/root/Datasets/./images/n9181.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""closed bag"");return bool_to_yesno(t[0].left>e.right)}']",202258041,Is the closed bag on the right side of the image?,/root/Datasets/./images/n216553.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const n=e.find(""short skirt"");return bool_to_yesno(n[0].verify_property(""short skirt"",""black""))}']",201037296,Does the short skirt look black?,/root/Datasets/./images/n393305.jpg,[]
None,woman,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""shirt"");return t[0].llm_query(""Who is wearing this shirt?"",!1)}']",201795364,Who is wearing a shirt?,/root/Datasets/./images/n119944.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""fat woman"");return bool_to_yesno(t[0].exists(""hat""))}']",201795366,Is the fat woman wearing a hat?,/root/Datasets/./images/n119944.jpg,[]
None,material,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""wall"");const n=e.find(""door"");return bool_to_yesno(t[0].exists(""common"")&&n[0].exists(""common""))}']",202119737,What is common to the wall and the door?,/root/Datasets/./images/n500308.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""sidewalk"");const n=e.find(""cane"");return bool_to_yesno(t[0].verify_property(""sidewalk"",n[0].verify_property(""cane"")))}']",20182751,Are both the sidewalk and the cane made of the same material?,/root/Datasets/./images/n151768.jpg,[]
None,no,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const shopPatches=imagePatch.find(""shop"");const openPatches=imagePatch.find(""open"");const openPatch=openPatches[0];const notOpenPatches=imagePatch.find(""not open"");const notOpenPatch=notOpenPatches[0];const sizePatches=imagePatch.find(""size"");const sizePatch=sizePatches[0];const size=sizePatch.simpleQuery(""What is the size?"");return bool_to_yesno(size>10)}']",20182757,Does the shop that is not open have large size?,/root/Datasets/./images/n151768.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""instrument"");const n=e.find(""suitcase"");return bool_to_yesno(t[0].verify_property(""instrument"",n[0].simple_query(""What is the color?"")))}']",201711116,Does the instrument have the same color as the suitcase?,/root/Datasets/./images/n302387.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""floor"");return bool_to_yesno(t[0].verify_property(""floor"",""black""))}']",201303428,Does the floor have black color?,/root/Datasets/./images/n518912.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""parking lot"");return bool_to_yesno(t[0].verify_property(""parking lot"",""clean"")&&t[0].verify_property(""parking lot"",""large""))}']",2091100,Is the parking lot clean and large?,/root/Datasets/./images/n565418.jpg,[]
None,woman,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""performer"");return t[0].llm_query(""Who is watching the performer?"",!1)}']",201065609,Who is watching the performer?,/root/Datasets/./images/n429883.jpg,[]
None,desk,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""white wall"");const n=t[0];const r=n.llm_query(""What is sitting in front of the wall?"",!0);return r}']",201735673,What is sitting in front of the white wall?,/root/Datasets/./images/n240973.jpg,[]
None,left,"[' function execute_command(image){const e=new ImagePatch(image);const n=e.find(""barn"");n.sort((a,b)=>a.left-b.left);return bool_to_yesno(n[0].left<e.left)}']",20865555,On which side is the barn?,/root/Datasets/./images/n143935.jpg,[]
None,desk,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const furniturePatches=imagePatch.find(""furniture"");const wallPatches=imagePatch.find(""wall"");const wallPatch=wallPatches[0];furniturePatches.sort((a,b)=>distance(a,wallPatch)-distance(b,wallPatch));return furniturePatches[0]}']",201735675,What is the item of furniture that is sitting in front of the wall?,/root/Datasets/./images/n240973.jpg,[]
None,desk,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const furniturePatches=imagePatch.find(""furniture"");const wallPatches=imagePatch.find(""wall"");const wallPatch=wallPatches[0];furniturePatches.sort((a,b)=>distance(a,wallPatch)-distance(b,wallPatch));return furniturePatches[0].simpleQuery(""What kind of furniture is this?"")}']",201735676,Which kind of furniture is sitting in front of the wall?,/root/Datasets/./images/n240973.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""cabinet""),n=e.find(""refrigerator"");return bool_to_yesno(t.length&&n.length)}']",201623477,Are there both cabinets and refrigerators in the picture?,/root/Datasets/./images/n501609.jpg,[]
None,black,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""food"");return t[0].simple_query(""What is the color?"")}']",202243990,What is the color of the food on the right of the image?,/root/Datasets/./images/n296467.jpg,[]
None,batter,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const patches=imagePatch.find(""person"");const patch=patches[0];return patch.llmQuery(""Who is standing on the home plate?"",!1)}']",20631647,Who is standing on the home plate?,/root/Datasets/./images/n570181.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""napkin"");const n=e.find(""tray"");return bool_to_yesno(t[0].overlaps_with(n[0]))}']",201909035,Is the napkin on top of a tray?,/root/Datasets/./images/n479092.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""cookie"");return bool_to_yesno(t[0].verify_property(""cookie"",""round""))}']",202243994,Are the cookies round?,/root/Datasets/./images/n296467.jpg,[]
None,shirt,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""clothing"");for(const n of t){if(n.verify_property(""clothing"",""athletic"")){return n.simple_query(""What is this clothing?"")}}}']",202147698,Which kind of clothing is athletic?,/root/Datasets/./images/n194179.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""man"");const n=e.find(""elephant"");return bool_to_yesno(t[0].overlaps_with(n[0]))}']",202119195,Is the man riding an elephant?,/root/Datasets/./images/n544255.jpg,[]
None,light brown,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""counter"");return t[0].simple_query(""What is the color?"")}']",20308913,What color is the counter?,/root/Datasets/./images/n278312.jpg,[]
None,flower pot,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""plant"");return t[0].llm_query(""What is the plant in?"",!1)}']",202218856,What is the plant in?,/root/Datasets/./images/n578564.jpg,[]
None,bed,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""bookshelf"");t.sort((a,b)=>a.verticalCenter-b.verticalCenter);return t[0].llmQuery(""What is the bookshelf behind of?"",!1)}']",202023357,"What is the bookshelf behind of, a desk or a bed?",/root/Datasets/./images/n95313.jpg,[]
None,gray,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""empty sidewalk"");return t[0].simple_query(""What is the color?"")}']",20340928,What color is the empty sidewalk?,/root/Datasets/./images/n346247.jpg,[]
None,van,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const vehiclePatches=imagePatch.find(""vehicle"");const vehiclePatch=vehiclePatches[0];return vehiclePatch.llmQuery(`What kind of vehicle is in front of the building?`,!1)}']",20903175,Which kind of vehicle is in front of the building?,/root/Datasets/./images/n411121.jpg,[]
None,computer mouse,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const devicePatches=imagePatch.find(""device"");for(const devicePatch of devicePatches){if(!devicePatch.verify_property(""device"",""open"")){return devicePatch.simpleQuery(""What kind of device is not open?"")}}}']",202246235,What kind of device is not open?,/root/Datasets/./images/n310828.jpg,[]
None,van,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""old building"");const n=t[0];const r=n.llm_query(""What is in front of the old building?"",!1);return r}']",20903171,What is in front of the old building?,/root/Datasets/./images/n411121.jpg,[]
None,van,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const buildingPatches=imagePatch.find(""building"");const buildingPatch=buildingPatches[0];const buildingName=buildingPatch.simpleQuery(""What is the name of the building?"");return buildingPatch.llmQuery(`What is in front of ${buildingName}?`,!1)}']",20903172,What is in front of the building?,/root/Datasets/./images/n411121.jpg,[]
None,bed,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const bookshelfPatches=imagePatch.find(""bookshelf"");const bookshelfPatch=bookshelfPatches[0];return bookshelfPatch.llmQuery(""What kind of furniture is the bookshelf behind?"",!1)}']",202023355,Which kind of furniture is the bookshelf behind of?,/root/Datasets/./images/n95313.jpg,[]
None,apples,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""fruit"");for(const n of t){if(n.verify_property(""fruit"",""healthy"")){return n.simple_query(""What kind of fruit is healthy?"")}}}']",20411630,Which kind of fruit is healthy?,/root/Datasets/./images/n363445.jpg,[]
None,cabinets,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""furniture"");for(const n of t){if(n.verify_property(""furniture"",""wood"")){return n.simple_query(""What is this?"")}}}']",202102628,Which kind of furniture is made of wood?,/root/Datasets/./images/n386682.jpg,[]
None,cabinets,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""rectangular"");return t[0].simple_query(""What are these called?"")}']",202102629,How are the rectangular items of furniture called?,/root/Datasets/./images/n386682.jpg,[]
None,apples,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""fruit"");for(const n of t){if(n.verify_property(""fruit"",""green"")){return n.simple_query(""What is this fruit?"")}}}']",20411634,Which kind of fruit is green?,/root/Datasets/./images/n363445.jpg,[]
None,man,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""stop sign"");const n=t[0];const r=n.llm_query(""What is the name of the person standing beside the stop sign?"",!1);return r}']",202231498,Who is standing beside the stop sign made of metal?,/root/Datasets/./images/n79078.jpg,[]
None,cabinets,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""furniture"");for(const n of t){if(n.verify_property(""furniture"",""wooden"")){return n.simple_query(""What is this furniture?"")}}return ""none""}']",202102625,Which kind of furniture is wooden?,/root/Datasets/./images/n386682.jpg,[]
None,hot dogs,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const foodPatches=imagePatch.find(""food"");const greenFoodPatches=foodPatches.filter(patch=>patch.verify_property(""food"",""green""));const nonGreenFoodPatches=foodPatches.filter(patch=>!greenFoodPatches.includes(patch));return nonGreenFoodPatches[0].simple_query(""What is this food?"")}']",20411639,Which kind of food is not green?,/root/Datasets/./images/n363445.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""white bottle"");const n=e.find(""label"");const r=t[0].distance(n[0]);return bool_to_yesno(r<100)}']",201987897,Is the white bottle near the label round and large?,/root/Datasets/./images/n470131.jpg,[]
None,cabinets,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""furniture"");for(const n of t){if(n.verify_property(""furniture"",""brown"")){return n.simple_query(""What kind of furniture is this?"")}}return ""I couldn\'t find any brown furniture in the image.""}']",202102621,Which kind of furniture is brown?,/root/Datasets/./images/n386682.jpg,[]
None,fork,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""spoon"");const n=t[0];const r=n.llm_query(""What is located on top of the spoon?"",!1);return r}']",20609498,What is located on top of the spoon that is shown in this image?,/root/Datasets/./images/n437064.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""hair"");return bool_to_yesno(t[0].verify_property(""hair"",""blond"")&&t[0].verify_property(""hair"",""short""))}']",20786177,Is the hair blond and short?,/root/Datasets/./images/n12404.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""grass"");const n=e.find(""snow"");return bool_to_yesno(t.length&&n.length)}']",20491704,Do you see both grass and snow?,/root/Datasets/./images/n335542.jpg,[]
None,cat,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""tissue box"");const n=t[0];const o=n.llm_query(""What animal is the tissue box behind of?"",!1);return o}']",202228650,"What animal is the tissue box behind of, a puppy or a cat?",/root/Datasets/./images/n77818.jpg,[]
None,birds,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""animal"");return t[0].llm_query(""What kind of animal is walking on the ground?"",!1)}']",20492041,Which kind of animal is walking on the ground?,/root/Datasets/./images/n335542.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""street"");return bool_to_yesno(t[0].verify_property(""street"",""gray"")&&t[0].simple_query(""Is the street empty?""))}']",20341037,Is the street gray and empty?,/root/Datasets/./images/n346247.jpg,[]
None,desk,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const chairPatches=imagePatch.find(""chair"");const chairPatch=chairPatches[0];return chairPatch.llmQuery(""What kind of furniture is this?"",!1)}']",201882960,Which kind of furniture is the chair in front of?,/root/Datasets/./images/n125122.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""black dark hair"");return t[0].llm_query(""What is the length of the hair?"",!1)}']",20786179,Does the hair that looks black and dark have short length?,/root/Datasets/./images/n12404.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""speaker"");const n=e.find(""mirror"");return bool_to_yesno(t[0].overlaps_with(n[0]))}']",2098302,Is the speaker that is sitting down sitting on a mirror?,/root/Datasets/./images/n513429.jpg,[]
None,brown,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""large motorcycle"");return t[0].llm_query(""What is the color of the large motorcycle?"",!1)}']",201346616,"How does the large motorcycle look, brown or silver?",/root/Datasets/./images/n131634.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const n=e.find(""fork"");const t=e.find(""napkin"");return bool_to_yesno(n[0].exists(""fork"")&&!n[0].exists(""napkin""))}']",20609497,Is the fork above a napkin?,/root/Datasets/./images/n437064.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""man"");const n=t[0];const r=n.find(""man"");const i=r[0];const s=i.llm_query(""What is the weight of the man?"",!0);const o=s.split("" "")[0];const u=i.llm_query(""What is the weight of the other man?"",!0);const a=u.split("" "")[0];return bool_to_yesno(o>a)}']",20567568,Does the man to the right of the other man look fat?,/root/Datasets/./images/n414992.jpg,[]
None,man,"[' function execute_command(image){const imagePatch=new ImagePatch(image);const womanPatches=imagePatch.find(""woman"");const womanPatch=womanPatches[0];const manPatches=imagePatch.find(""man"");manPatches.sort((a,b)=>a.verticalCenter-b.verticalCenter);return manPatches[0]}']",201153112,Who is in front of the woman?,/root/Datasets/./images/n160664.jpg,[]
None,left,"[' function execute_command(image){const e=new ImagePatch(image);const n=e.find(""gold plate"");n[0].llm_query(""Is the gold plate on the left side or on the right?"",!1)}']",202262056,Is the gold plate on the left side or on the right?,/root/Datasets/./images/n28572.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""jacket"");return bool_to_yesno(t[0].verify_property(""leather"",""black"")&&t[0].verify_property(""jacket"",""open""))}']",201153446,Is the jacket that is made of leather black and open?,/root/Datasets/./images/n160664.jpg,[]
None,tape,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""wall"");return t[0].simple_query(""What is this?"")}']",201988067,What is on the wall?,/root/Datasets/./images/n470131.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""straight hair"");return t[0].llm_query(""Is the hair long and blond?"",!1)}']",20262533,Is the straight hair long and blond?,/root/Datasets/./images/n172618.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""white ceiling"");return bool_to_yesno(t[0].verify_property(""white ceiling"",""dark""))}']",201997588,Does the white ceiling look dark?,/root/Datasets/./images/n319845.jpg,[]
None,cabinet,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""furniture"");for(const n of t){if(n.verify_property(""furniture"",""glass"")){return n.simple_query(""What is this?"")}}return ""none""}']",201570624,Which kind of furniture is made of glass?,/root/Datasets/./images/n382416.jpg,[]
None,cabinet,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""cabinet"");const n=e.find(""coffee table"");return bool_to_yesno(t.length>0||n.length>0)}']",201570625,Is this a cabinet or a coffee table?,/root/Datasets/./images/n382416.jpg,[]
None,cabinet,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""furniture"");for(const n of t){if(n.verify_property(""furniture"",""glass"")){return n.simple_query(""What is this?"")}}return ""none""}']",201570623,Which kind of furniture is made of glass?,/root/Datasets/./images/n382416.jpg,[]
None,cabinet,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""furniture"");for(const n of t){if(n.verify_property(""furniture"",""brown"")){return n.simple_query(""What kind of furniture is this?"")}}return ""I couldn\'t find any brown furniture in the image.""}']",201570620,Which kind of furniture is brown?,/root/Datasets/./images/n382416.jpg,[]
None,choppy,"[' function execute_command(image){const e=new ImagePatch(image);return e.llm_query(""What is the water in the image?"",!1)}']",2062389,How is the water in the image?,/root/Datasets/./images/n179136.jpg,[]
None,brown,"[' function execute_command(image){const e=new ImagePatch(image);const n=e.find(""flower pot"");return n[0].simple_query(""What is the color?"")}']",201064885,What color is the flower pot?,/root/Datasets/./images/n88933.jpg,[]
None,right,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""man"");return t[0].left<e.width/2?""left"":""right""}']",20226428,On which side of the photo is the man?,/root/Datasets/./images/n68769.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""white donut""),n=e.find(""sandwich"");return bool_to_yesno(t.length>0||n.length>0)}']",201535653,Is there either white donut or sandwich?,/root/Datasets/./images/n272098.jpg,[]
None,gray,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""trousers"");return t[0].simple_query(""What is the color?"")}']",20461886,Which color are the trousers?,/root/Datasets/./images/n571179.jpg,[]
None,tall,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""person"");const n=e.find(""tree"");return bool_to_yesno(t[0].verticalCenter<n[0].verticalCenter)}']",20652376,Is the person near the tree short or tall?,/root/Datasets/./images/n400036.jpg,[]
None,broccoli,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""brown basket"");return t[0].llm_query(""What is in the basket?"",!1)}']",201887285,What is in the brown basket?,/root/Datasets/./images/n429961.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);return bool_to_yesno(e.exists(""donkey"")||e.exists(""spider""))}']",201608283,Is there either a donkey or a spider in the image?,/root/Datasets/./images/n123075.jpg,[]
None,broccoli,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""rectangular basket"");return t[0].llm_query(""What is the vegetable in the basket?"",!1)}']",201887287,What is the vegetable that is in the rectangular basket?,/root/Datasets/./images/n429961.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""large mirror"");return bool_to_yesno(t[0].left>e.right)}']",2056096,Is the large mirror on the right side of the photo?,/root/Datasets/./images/n263180.jpg,[]
None,girl,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""shirt"");return t[0].llm_query(""Who is wearing this shirt?"",!1)}']",201766580,Who is wearing the shirt?,/root/Datasets/./images/n528403.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""helmets""),n=e.find(""coats"");return bool_to_yesno(t.length&&n.length)}']",20330216,Are there both helmets and coats in this picture?,/root/Datasets/./images/n260521.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);return bool_to_yesno(e.exists(""glasses"")||e.exists(""laptop""))}']",20508800,Are there any glasses or laptops?,/root/Datasets/./images/n511913.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""person"");const n=e.find(""elephant"");return bool_to_yesno(t[0].overlaps_with(n[0]))}']",20330212,Is the person sitting on an elephant?,/root/Datasets/./images/n260521.jpg,[]
None,chair,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""bottle"");const n=t[0];const r=e.find(""person"");const i=r[0];return i.llm_query(`Who is to the right of ${n.simple_query(""What is this?"")}?`,!1)}']",201757736,What is the person to the right of the bottle sitting on?,/root/Datasets/./images/n4777.jpg,[]
None,black,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""device"");return t[0].llm_query(""What is the color of the device made of metal?"",!1)}']",202228036,What color is the device made of metal?,/root/Datasets/./images/n77818.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""phone"");const n=e.find(""dvd player"");const r=t.concat(n);r.sort((a,b)=>a.computeDepth()-b.computeDepth());return r[0].llmQuery(""What color is this?"",!1)}']",202228030,Are there any phones or DVD players that are not black?,/root/Datasets/./images/n77818.jpg,[]
None,stone,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""wide sidewalk"");return t[0].llm_query(""What material is the wide sidewalk?"",!1)}']",202169115,"What material is the wide sidewalk, stone or cobblestone?",/root/Datasets/./images/n451187.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""sidewalk"");const n=t[0];const r=n.verify_property(""sidewalk"",""beige"");const i=n.verify_property(""sidewalk"",""narrow"");return bool_to_yesno(r&&i)}']",202169117,Is the sidewalk made of stone beige and narrow?,/root/Datasets/./images/n451187.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""wood chair"");const n=e.find(""woman"");const r=t[0].verify_property(""wood chair"",""brown"");const i=t[0].verify_property(""wood chair"",""hard"");const o=t[0].left<n[0].left;return bool_to_yesno(r&&i&&o)}']",201758256,Is the wood chair to the left of the woman both brown and hard?,/root/Datasets/./images/n4777.jpg,[]
None,wood,"[' function execute_command(image){const e=new ImagePatch(image);const n=e.find(""white shelves"");return n[0].llm_query(""What are the white shelves made of?"",!1)}']",202006149,What are the white shelves made of?,/root/Datasets/./images/n97485.jpg,[]
None,black,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""rug"");return t[0].simple_query(""What is the color?"")}']",20204506,What color is the rug?,/root/Datasets/./images/n532191.jpg,[]
None,metal,"[' function execute_command(image){const e=new ImagePatch(image);const n=e.find(""fork"");return n[0].llm_query(""What is the material of the fork?"",!1)}']",201207355,What is the fork made of?,/root/Datasets/./images/n222915.jpg,[]
None,drawers,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""dishwasher"");const n=e.find(""furniture"");n.sort((a,b)=>a.left-b.left);return n.filter(a=>a.left<t[0].left)}']",201663704,What pieces of furniture are to the left of the dishwasher?,/root/Datasets/./images/n35676.jpg,[]
None,doors,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""person"");return t[0].llm_query(""What is the person to the left of the screen looking at?"",!1)}']",202004164,What is the person to the left of the screen looking at?,/root/Datasets/./images/n262920.jpg,[]
None,wood,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""entertainment center"");return t[0].llm_query(""What is the material of the entertainment center?"",!1)}']",202227924,What is the entertainment center made of?,/root/Datasets/./images/n77818.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);return bool_to_yesno(e.exists(""pot"")&&e.exists(""cabinet""))}']",201759251,Are there both a pot and a cabinet in this image?,/root/Datasets/./images/n150962.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);return e.llm_query(""Is that an Asian woman?"",!1)}']",20541650,Is that an Asian woman?,/root/Datasets/./images/n527290.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""utensil"");const n=e.find(""plate"");const r=t[0].distance(n[0]);return bool_to_yesno(r>10&&t[0].verify_property(""utensil"",""large"")&&t[0].verify_property(""utensil"",""silver""))}']",20157071,Is the utensil near the plate large and silver?,/root/Datasets/./images/n170941.jpg,[]
None,no,"[' function execute_command(image){const e=new ImagePatch(image);return e.llm_query(""Is the computer mouse on a mirror?"",!1)}']",201804246,Is the computer mouse on a mirror?,/root/Datasets/./images/n51002.jpg,[]
None,yes,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""table"");return bool_to_yesno(t[0].verify_property(""table"",""tall"")&&t[0].verify_property(""table"",""red""))}']",201548834,Is the table tall and red?,/root/Datasets/./images/n314171.jpg,[]
None,metal,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""table"");return t[0].llm_query(""What is the material of the table?"",!1)}']",20451928,What is the table made of?,/root/Datasets/./images/n6908.jpg,[]
None,metal,"[' function execute_command(image){const e=new ImagePatch(image);const t=e.find(""round table"");return t[0].llm_query(""What material makes up the round table?"",!1)}']",20451927,Which kind of material makes up the round table?,/root/Datasets/./images/n6908.jpg,[]
